11區	(11 qū)
刀片鐵絲網	(dāo piàn tiě sī wǎng)
刀槍	(dāo qiāng)
刀槍不入	(dāo qiāng bù rù)
刀槍劍戟	(dāo qiāng jiàn jǐ)
刀鞘	(dāo qiào)
刀刃	(dāo rèn)
刀山火海	(dāo shān huǒ hǎi)
刀身	(dāo shēn)
刀塔	(dāo tǎ)
刀削麵	(dāo xiāo miàn)
刀葉	(dāo yè)
刀魚	(dāo yú)
刀樂	(dāo lè)
刀子	(dāo zi)
刀子嘴，豆腐心	(dāo zi zuǐ , dòu fu xīn)
刀子嘴巴，豆腐心	(dāo zi zuǐ ba , dòu fu xīn)
刀俎	(dāo zǔ)
叨	(tāo)
叨叨	(dāo dao)
叨嘮	(dāo lao)
叨擾	(tāo rǎo)
忉	(dāo)
捯	(dáo)
捯飭	(dáo chi)
島	(dǎo)
島鶇	(dǎo dōng)
島蓋部	(dǎo gài bù)
島國	(dǎo guó)
島國動作片	(dǎo guó dòng zuò piàn)
島弧	(dǎo hú)
島鏈	(dǎo liàn)
島民	(dǎo mín)
島嶼	(dǎo yǔ)
搗	(dǎo)
搗蛋	(dǎo dàn)
搗蛋鬼	(dǎo dàn guǐ)
搗鼓	(dǎo gu)
搗鬼	(dǎo guǐ)
搗毀	(dǎo huǐ)
搗爛	(dǎo làn)
搗亂	(dǎo luàn)
搗賣	(dǎo mài)
搗弄	(dǎo nòng)
搗實	(dǎo shí)
搗碎	(dǎo suì)
搗騰	(dǎo teng)
搗衣	(dǎo yī)
嶋	(dǎo)
嶌	(dǎo)
㠀	(dǎo)
導	(dǎo)
導報	(dǎo bào)
導播	(dǎo bō)
導出	(dǎo chū)
導出範疇	(dǎo chū fàn chóu)
導出值	(dǎo chū zhí)
導彈	(dǎo dàn)
導電	(dǎo diàn)
導電性	(dǎo diàn xìng)
導讀	(dǎo dú)
導購	(dǎo gòu)
導管	(dǎo guǎn)
導管組織	(dǎo guǎn zǔ zhī)
導軌	(dǎo guǐ)
導函數	(dǎo hán shù)
導航	(dǎo háng)
導航員	(dǎo háng yuán)
導護	(dǎo hù)
導火索	(dǎo huǒ suǒ)
導火線	(dǎo huǒ xiàn)
導覽	(dǎo lǎn)
導流板	(dǎo liú bǎn)
導輪	(dǎo lún)
導論	(dǎo lùn)
導盲道	(dǎo máng dào)
導盲犬	(dǎo máng quǎn)
導盲磚	(dǎo máng zhuān)
導尿	(dǎo niào)
導尿管	(dǎo niào guǎn)
導熱膏	(dǎo rè gāo)
導熱性	(dǎo rè xìng)
導入	(dǎo rù)
導入期	(dǎo rù qī)
導師	(dǎo shī)
導數	(dǎo shù)
導體	(dǎo tǐ)
導戲	(dǎo xì)
導線	(dǎo xiàn)
導向	(dǎo xiàng)
導言	(dǎo yán)
導演	(dǎo yǎn)
導液管	(dǎo yè guǎn)
導引	(dǎo yǐn)
導遊	(dǎo yóu)
導語	(dǎo yǔ)
導樂	(dǎo lè)
導正	(dǎo zhèng)
導致	(dǎo zhì)
壔	(dǎo)
擣	(dǎo)
到	(dào)
到岸價	(dào àn jià)
到案	(dào àn)
到不行	(dào bù xíng)
到場	(dào chǎng)
到處	(dào chù)
到處可見	(dào chù kě jiàn)
到此	(dào cǐ)
到此為止	(dào cǐ wéi zhǐ)
到此一遊	(dào cǐ yī yóu)
到達	(dào dá)
到達大廳	(dào dá dà tīng)
到得	(dào dé)
到底	(dào dǐ)
到點	(dào diǎn)
到訪	(dào fǎng)
到府服務	(dào fǔ fú wù)
到付	(dào fù)
到貨	(dào huò)
到家	(dào jiā)
到來	(dào lái)
到了	(dào liǎo)
到目前為止	(dào mù qián wéi zhǐ)
到那個時候	(dào nà gè shí hòu)
到期	(dào qī)
到期日	(dào qī rì)
到期收益率	(dào qī shōu yì lǜ)
到齊	(dào qí)
到任	(dào rèn)
到什麼山上，唱什麼歌	(dào shén me shān shàng , chàng shén me gē)
到時	(dào shí)
到時候	(dào shí hòu)
到手	(dào shǒu)
到手軟	(dào shǒu ruǎn)
到頭	(dào tóu)
到頭來	(dào tóu lái)
到位	(dào wèi)
到現在	(dào xiàn zài)
到賬	(dào zhàng)
倒	(dào)
倒把	(dǎo bǎ)
倒敗	(dǎo bài)
倒班	(dǎo bān)
倒背如流	(dào bèi rú liú)
倒背手	(dào bèi shǒu)
倒背手兒	(dào bèi shǒu r)
倒逼	(dào bī)
倒閉	(dǎo bì)
倒斃	(dǎo bì)
倒采	(dào cǎi)
倒彩	(dào cǎi)
倒彩聲	(dào cǎi shēng)
倒倉	(dǎo cāng)
倒槽	(dǎo cáo)
倒插門	(dào chā mén)
倒茬	(dǎo chá)
倒車	(dǎo chē)
倒車擋	(dào chē dǎng)
倒持太阿	(dào chí tài ē)
倒持泰阿	(dào chí tài ē)
倒抽一口氣	(dào chōu yī kǒu qì)
倒春寒	(dào chūn hán)
倒刺	(dào cì)
倒打一耙	(dào dǎ yī pá)
倒帶	(dào dài)
倒蛋	(dǎo dàn)
倒地	(dǎo dì)
倒吊蠟燭	(dào diào là zhú)
倒反	(dào fǎn)
倒反天罡	(dào fǎn tiān gāng)
倒反天綱	(dào fǎn tiān gāng)
倒放	(dào fàng)
倒糞	(dào fèn)
倒伏	(dǎo fú)
倒戈	(dǎo gē)
倒戈卸甲	(dǎo gē xiè jiǎ)
倒鉤	(dào gōu)
倒掛	(dào guà)
倒灌	(dào guàn)
倒果為因	(dào guǒ wéi yīn)
倒過兒	(dào guò r)
倒換	(dǎo huàn)
倒計時	(dào jì shí)
倒角	(dǎo jiǎo)
倒噍	(dǎo jiào)
倒睫	(dào jié)
倒嚼	(dǎo jiào)
倒開	(dào kāi)
倒空	(dào kōng)
倒苦水	(dào kǔ shuǐ)
倒立	(dào lì)
倒立像	(dào lì xiàng)
倒流	(dào liú)
倒買倒賣	(dǎo mǎi dǎo mài)
倒賣	(dǎo mài)
倒楣	(dǎo méi)
倒霉	(dǎo méi)
倒霉蛋	(dǎo méi dàn)
倒霉蛋兒	(dǎo méi dàn r)
倒木	(dǎo mù)
倒弄	(dǎo nong)
倒賠	(dào péi)
倒片	(dào piàn)
倒嗓	(dǎo sǎng)
倒時差	(dǎo shí chā)
倒是	(dào shi)
倒手	(dǎo shǒu)
倒數	(dào shǔ)
倒鎖	(dào suǒ)
倒塌	(dǎo tā)
倒臺	(dǎo tái)
倒坍	(dǎo tān)
倒騰	(dǎo teng)
倒替	(dǎo tì)
倒貼	(dào tiē)
倒頭	(dǎo tóu)
倒退	(dào tuì)
倒位	(dào wèi)
倒胃口	(dǎo wèi kǒu)
倒臥	(dǎo wò)
倒吸一口涼氣	(dào xī yī kǒu liáng qì)
倒下	(dǎo xià)
倒相	(dào xiàng)
倒像	(dào xiàng)
倒寫	(dào xiě)
倒行逆施	(dào xíng nì shī)
倒休	(dǎo xiū)
倒序	(dào xù)
倒敘	(dào xù)
倒懸	(dào xuán)
倒懸之急	(dào xuán zhī jí)
倒懸之苦	(dào xuán zhī kǔ)
倒懸之危	(dào xuán zhī wēi)
倒血霉	(dǎo xuè méi)
倒煙	(dào yān)
倒陽	(dǎo yáng)
倒爺	(dǎo yé)
倒影	(dào yǐng)
倒映	(dào yìng)
倒運	(dǎo yùn)
倒栽蔥	(dào zāi cōng)
倒灶	(dǎo zào)
倒帳	(dǎo zhàng)
倒賬	(dǎo zhàng)
倒置	(dào zhì)
倒著	(dào zhe)
倒轉	(dào zhuǎn)
倒裝	(dào zhuāng)
倒裝句	(dào zhuāng jù)
倒座兒	(dào zuò r)
悼	(dào)
悼詞	(dào cí)
悼辭	(dào cí)
悼念	(dào niàn)
嘚	(dē)
嘚啵	(dē bo)
嘚瑟	(dè se)
㝵	(dé)
得	(děi)
得便	(dé biàn)
得便宜賣乖	(dé pián yi mài guāi)
得標	(dé biāo)
得病	(dé bìng)
得不償失	(dé bù cháng shī)
得不到	(dé bù dào)
得償所願	(dé cháng suǒ yuàn)
得逞	(dé chěng)
得寵	(dé chǒng)
得出	(dé chū)
得寸進尺	(dé cùn jìn chǐ)
得當	(dé dàng)
得到	(dé dào)
得道	(dé dào)
得道多助	(dé dào duō zhù)
得道多助，失道寡助	(dé dào duō zhù , shī dào guǎ zhù)
得而復失	(dé ér fù shī)
得法	(dé fǎ)
得分	(dé fēn)
得過且過	(dé guò qiě guò)
得很	(de hěn)
得獎	(dé jiǎng)
得救	(dé jiù)
得看	(děi kàn)
得可以	(de kě yǐ)
得克薩斯	(dé kè sà sī)
得空	(dé kòng)
得虧	(děi kuī)
得來	(dé lái)
得來不易	(dé lái bù yì)
得來速	(dé lái sù)
得了	(dé le)
得力	(dé lì)
得利	(dé lì)
得令	(dé lìng)
得隴望蜀	(dé lǒng wàng shǔ)
得梅因	(dé méi yīn)
得名	(dé míng)
得票	(dé piào)
得票率	(dé piào lǜ)
得氣	(dé qì)
得饒人處且饒人	(dé ráo rén chù qiě ráo rén)
得榮縣	(dé róng xiàn)
得色	(dé sè)
得瑟	(dè se)
得勝	(dé shèng)
得失	(dé shī)
得勢	(dé shì)
得手	(dé shǒu)
得數	(dé shù)
得所應得	(dé suǒ yīng dé)
得體	(dé tǐ)
得天獨厚	(dé tiān dú hòu)
得文	(dé wén)
得無	(dé wú)
得悉	(dé xī)
得心應手	(dé xīn yìng shǒu)
得要	(děi yào)
得宜	(dé yí)
得以	(dé yǐ)
得益	(dé yì)
得益於	(dé yì yú)
得意	(dé yì)
得意門生	(dé yì mén shēng)
得意忘形	(dé yì wàng xíng)
得意洋洋	(dé yì yáng yáng)
得意揚揚	(dé yì yáng yáng)
得魚忘筌	(dé yú wàng quán)
得證	(dé zhèng)
得知	(dé zhī)
得直	(dé zhí)
得誌	(dé zhì)
得中	(dé zhōng)
得主	(dé zhǔ)
得著	(dé zháo)
得罪	(dé zui)
惪	(dé)
悳	(dé)
㥁	(dé)
德	(dé)
德安縣	(dé ān xiàn)
德昂	(dé áng)
德昂族	(dé áng zú)
德班	(dé bān)
德薄能鮮	(dé bó néng xiǎn)
德保縣	(dé bǎo xiàn)
德比	(dé bǐ)
德彪西	(dé biāo xī)
德不配位	(dé bù pèi wèi)
德不配位，必有災殃	(dé bù pèi wèi , bì yǒu zāi yāng)
德才	(dé cái)
德才兼備	(dé cái jiān bèi)
德昌縣	(dé chāng xiàn)
德城區	(dé chéng qū)
德川	(dé chuān)
德爾塔	(dé ěr tǎ)
德法年鑒	(dé fǎ nián jiàn)
德干	(dé gān)
德高望重	(dé gāo wàng zhòng)
德格縣	(dé gé xiàn)
德古拉	(dé gǔ lā)
德古西加巴	(dé gǔ xī jiā bā)
德國	(dé guó)
德國標準化學會	(dé guó biāo zhǔn huà xué huì)
德國漢莎航空公司	(dé guó hàn shā háng kōng gōng sī)
德國結	(dé guó jié)
德國麻疹	(dé guó má zhěn)
德國馬克	(dé guó mǎ kè)
德國人	(dé guó rén)
德國酸菜	(dé guó suān cài)
德國統一社會黨	(dé guó tǒng yī shè huì dǎng)
德國學術交流總署	(dé guó xué shù jiāo liú zǒng shǔ)
德國戰車	(dé guó zhàn chē)
德國之聲	(dé guó zhī shēng)
德航	(dé háng)
德黑蘭	(dé hēi lán)
德宏傣族景頗族自治州	(dé hóng dǎi zú jǐng pō zú zì zhì zhōu)
德化縣	(dé huà xiàn)
德惠市	(dé huì shì)
德江縣	(dé jiāng xiàn)
德克薩斯	(dé kè sà sī)
德拉克羅瓦	(dé lā kè luó wǎ)
德拉門	(dé lā mén)
德萊塞	(dé lái sè)
德勒巴克	(dé lè bā kè)
德勒斯登	(dé lè sī dēng)
德勒茲	(dé lè zī)
德雷爾	(dé léi ěr)
德雷福斯	(dé léi fú sī)
德雷斯頓	(dé léi sī dùn)
德累斯頓	(dé léi sī dùn)
德里	(dé lǐ)
德里達	(dé lǐ dá)
德令哈市	(dé lìng hā shì)
德倫特	(dé lún tè)
德律風	(dé lǜ fēng)
德梅因	(dé méi yīn)
德謨克拉西	(dé mó kè lā xī)
德牧	(dé mù)
德清縣	(dé qīng xiàn)
德慶縣	(dé qìng xiàn)
德三	(dé sān)
德勝門	(dé shèng mén)
德士	(dé shì)
德式	(dé shì)
德維爾潘	(dé wéi ěr pān)
德文	(dé wén)
德沃夏克	(dé wò xià kè)
德烏帕	(dé wū pà)
德先生	(dé xiān sheng)
德行	(dé xíng)
德性	(dé xing)
德興市	(dé xīng shì)
德陽市	(dé yáng shì)
德意志	(dé yì zhì)
德意志聯邦共和國	(dé yì zhì lián bāng gòng hé guó)
德意志學術交流中心	(dé yì zhì xué shù jiāo liú zhōng xīn)
德意志銀行	(dé yì zhì yín háng)
德藝雙馨	(dé yì shuāng xīn)
德欽縣	(dé qīn xiàn)
德語	(dé yǔ)
德育	(dé yù)
德育處	(dé yù chù)
德政	(dé zhèng)
德治	(dé zhì)
德智體美	(dé zhì tǐ měi)
德州	(dé zhōu)
德州撲克	(dé zhōu pū kè)
德州市	(dé zhōu shì)
德州儀器	(dé zhōu yí qì)
地	(de)
地板	(dì bǎn)
地板價	(dì bǎn jià)
地板磚	(dì bǎn zhuān)
地保	(dì bǎo)
地堡	(dì bǎo)
地標	(dì biāo)
地表	(dì biǎo)
地表水	(dì biǎo shuǐ)
地鱉	(dì biē)
地步	(dì bù)
地藏	(dì zàng)
地藏菩薩	(dì zàng pú sà)
地藏王菩薩	(dì zàng wáng pú sà)
地層	(dì céng)
地層學	(dì céng xué)
地產	(dì chǎn)
地產大亨	(dì chǎn dà hēng)
地產稅	(dì chǎn shuì)
地處	(dì chǔ)
地磁	(dì cí)
地磁暴	(dì cí bào)
地磁場	(dì cí chǎng)
地大物博	(dì dà wù bó)
地帶	(dì dài)
地道	(dì dao)
地地道道	(dì dì dào dào)
地底	(dì dǐ)
地點	(dì diǎn)
地調	(dì diào)
地洞	(dì dòng)
地動	(dì dòng)
地動山搖	(dì dòng shān yáo)
地動儀	(dì dòng yí)
地段	(dì duàn)
地對空導彈	(dì duì kōng dǎo dàn)
地兒	(dì r)
地返	(dì fǎn)
地方	(dì fang)
地方法院	(dì fāng fǎ yuàn)
地方官	(dì fāng guān)
地方戲	(dì fāng xì)
地方戲曲	(dì fāng xì qǔ)
地方性	(dì fāng xìng)
地方性斑疹傷寒	(dì fāng xìng bān zhěn shāng hán)
地方主義	(dì fāng zhǔ yì)
地方自治	(dì fāng zì zhì)
地府	(dì fǔ)
地宮	(dì gōng)
地溝油	(dì gōu yóu)
地瓜	(dì guā)
地瓜麵	(dì guā miàn)
地瓜鳥	(dì guā niǎo)
地瓜乾	(dì guā gān)
地廣人稀	(dì guǎng rén xī)
地滾球	(dì gǔn qiú)
地函	(dì hán)
地和	(dì hú)
地核	(dì hé)
地滑	(dì huá)
地皇	(dì huáng)
地黃	(dì huáng)
地基	(dì jī)
地積	(dì jī)
地積單	(dì jī dān)
地級	(dì jí)
地級市	(dì jí shì)
地籍	(dì jí)
地岬	(dì jiǎ)
地價	(dì jià)
地檢署	(dì jiǎn shǔ)
地角天涯	(dì jiǎo tiān yá)
地腳	(dì jiǎo)
地窖	(dì jiào)
地接	(dì jiē)
地精	(dì jīng)
地景	(dì jǐng)
地塊	(dì kuài)
地拉那	(dì lā nà)
地牢	(dì láo)
地雷	(dì léi)
地理	(dì lǐ)
地理定位	(dì lǐ dìng wèi)
地理極	(dì lǐ jí)
地理緯度	(dì lǐ wěi dù)
地理位置	(dì lǐ wèi zhi)
地理學	(dì lǐ xué)
地理學家	(dì lǐ xué jiā)
地力	(dì lì)
地利	(dì lì)
地利人和	(dì lì rén hé)
地鄰	(dì lín)
地龍	(dì lóng)
地籠	(dì lóng)
地壟	(dì lǒng)
地漏	(dì lòu)
地爐	(dì lú)
地脈	(dì mài)
地幔	(dì màn)
地貌	(dì mào)
地面	(dì miàn)
地面部隊	(dì miàn bù duì)
地面層	(dì miàn céng)
地面灌溉	(dì miàn guàn gài)
地面核爆炸	(dì miàn hé bào zhà)
地面控制	(dì miàn kòng zhì)
地面零點	(dì miàn líng diǎn)
地面氣壓	(dì miàn qì yā)
地面水	(dì miàn shuǐ)
地名	(dì míng)
地畝	(dì mǔ)
地牛翻身	(dì niú fān shēn)
地暖	(dì nuǎn)
地排車	(dì pǎi chē)
地盤	(dì pán)
地陪	(dì péi)
地皮	(dì pí)
地痞	(dì pǐ)
地平線	(dì píng xiàn)
地祇	(dì qí)
地契	(dì qì)
地錢	(dì qián)
地塹	(dì qiàn)
地殼	(dì qiào)
地殼運動	(dì qiào yùn dòng)
地勤	(dì qín)
地勤人員	(dì qín rén yuán)
地球	(dì qiú)
地球磁場	(dì qiú cí chǎng)
地球村	(dì qiú cūn)
地球軌道	(dì qiú guǐ dào)
地球化學	(dì qiú huà xué)
地球靜止軌道	(dì qiú jìng zhǐ guǐ dào)
地球靜止衛星	(dì qiú jìng zhǐ wèi xīng)
地球科學	(dì qiú kē xué)
地球同步軌道	(dì qiú tóng bù guǐ dào)
地球同步衛星	(dì qiú tóng bù wèi xīng)
地球物理	(dì qiú wù lǐ)
地球物理學	(dì qiú wù lǐ xué)
地球儀	(dì qiú yí)
地區	(dì qū)
地區差價	(dì qū chā jià)
地區衝突	(dì qū chōng tū)
地區法院	(dì qū fǎ yuàn)
地區經濟	(dì qū jīng jì)
地區性	(dì qū xìng)
地熱	(dì rè)
地熱電站	(dì rè diàn zhàn)
地熱發電廠	(dì rè fā diàn chǎng)
地熱能	(dì rè néng)
地熱資源	(dì rè zī yuán)
地塞米松	(dì sài mǐ sōng)
地三鮮	(dì sān xiān)
地上	(dì shang)
地史	(dì shǐ)
地市	(dì shì)
地市級	(dì shì jí)
地勢	(dì shì)
地書	(dì shū)
地稅	(dì shuì)
地速	(dì sù)
地台	(dì tái)
地攤	(dì tān)
地壇	(dì tán)
地毯	(dì tǎn)
地毯式轟炸	(dì tǎn shì hōng zhà)
地毯拖鞋	(dì tǎn tuō xié)
地躺拳	(dì tǎng quán)
地鐵	(dì tiě)
地鐵站	(dì tiě zhàn)
地頭	(dì tóu)
地頭蛇	(dì tóu shé)
地圖	(dì tú)
地圖冊	(dì tú cè)
地圖集	(dì tú jí)
地推	(dì tuī)
地委	(dì wěi)
地位	(dì wèi)
地西泮	(dì xī pàn)
地狹人稠	(dì xiá rén chóu)
地下	(dì xià)
地下城	(dì xià chéng)
地下道	(dì xià dào)
地下核爆炸	(dì xià hé bào zhà)
地下核試驗	(dì xià hé shì yàn)
地下街	(dì xià jiē)
地下莖	(dì xià jīng)
地下錢莊	(dì xià qián zhuāng)
地下情	(dì xià qíng)
地下室	(dì xià shì)
地下水	(dì xià shuǐ)
地下鐵路	(dì xià tiě lù)
地下通道	(dì xià tōng dào)
地線	(dì xiàn)
地心	(dì xīn)
地心說	(dì xīn shuō)
地心緯度	(dì xīn wěi dù)
地心吸力	(dì xīn xī lì)
地心引力	(dì xīn yǐn lì)
地形	(dì xíng)
地形圖	(dì xíng tú)
地穴	(dì xué)
地窨	(dì yìn)
地窨子	(dì yìn zi)
地衣	(dì yī)
地域	(dì yù)
地獄	(dì yù)
地獄笑話	(dì yù xiào huà)
地緣	(dì yuán)
地緣戰略	(dì yuán zhàn lüè)
地緣政治	(dì yuán zhèng zhì)
地緣政治學	(dì yuán zhèng zhì xué)
地栽	(dì zāi)
地震	(dì zhèn)
地震波	(dì zhèn bō)
地震帶	(dì zhèn dài)
地震活動帶	(dì zhèn huó dòng dài)
地震局	(dì zhèn jú)
地震烈度	(dì zhèn liè dù)
地震區	(dì zhèn qū)
地震速報	(dì zhèn sù bào)
地震學	(dì zhèn xué)
地震學家	(dì zhèn xué jiā)
地震儀	(dì zhèn yí)
地址	(dì zhǐ)
地址解析協議	(dì zhǐ jiě xī xié yì)
地質	(dì zhì)
地質年表	(dì zhì nián biǎo)
地質年代表	(dì zhì nián dài biǎo)
地質學	(dì zhì xué)
地質學家	(dì zhì xué jiā)
地中海	(dì zhōng hǎi)
地中海貧血	(dì zhōng hǎi pín xuè)
地軸	(dì zhóu)
地主	(dì zhǔ)
地主隊	(dì zhǔ duì)
地主家庭	(dì zhǔ jiā tíng)
地主階級	(dì zhǔ jiē jí)
地磚	(dì zhuān)
地租	(dì zū)
扽	(dèn)
㩐	(dèn)
噔	(dēng)
噔噔	(dēng dēng)
戥	(děng)
僜	(dèng)
凳	(dèng)
凳子	(dèng zi)
嶝	(dèng)
櫈	(dèng)
低	(dī)
低矮	(dī ǎi)
低昂	(dī áng)
低八度	(dī bā dù)
低幫	(dī bāng)
低保	(dī bǎo)
低保真	(dī bǎo zhēn)
低層	(dī céng)
低產	(dī chǎn)
低潮	(dī cháo)
低沉	(dī chén)
低成本	(dī chéng běn)
低垂	(dī chuí)
低檔	(dī dàng)
低地	(dī dì)
低地繡眼鳥	(dī dì xiù yǎn niǎo)
低等	(dī děng)
低等動物	(dī děng dòng wù)
低低切切	(dī dī qiè qiè)
低調	(dī diào)
低端	(dī duān)
低端人口	(dī duān rén kǒu)
低放射性廢物	(dī fàng shè xìng fèi wù)
低分	(dī fēn)
低粉	(dī fěn)
低估	(dī gū)
低谷	(dī gǔ)
低耗	(dī hào)
低緩	(dī huǎn)
低級	(dī jí)
低級語言	(dī jí yǔ yán)
低劑量照射	(dī jì liàng zhào shè)
低價	(dī jià)
低賤	(dī jiàn)
低階	(dī jiē)
低階語言	(dī jiē yǔ yán)
低筋麵粉	(dī jīn miàn fěn)
低聚物	(dī jù wù)
低開	(dī kāi)
低開高走	(dī kāi gāo zǒu)
低空	(dī kōng)
低空飛過	(dī kōng fēi guò)
低空跳傘	(dī kōng tiào sǎn)
低欄	(dī lán)
低利	(dī lì)
低利貸款	(dī lì dài kuǎn)
低廉	(dī lián)
低劣	(dī liè)
低齡	(dī líng)
低齡犯罪	(dī líng fàn zuì)
低齡化	(dī líng huà)
低領口	(dī lǐng kǒu)
低落	(dī luò)
低眉順眼	(dī méi shùn yǎn)
低迷	(dī mí)
低能	(dī néng)
低能兒	(dī néng ér)
低年級	(dī nián jí)
低濃縮鈾	(dī nóng suō yóu)
低平火山口	(dī píng huǒ shān kǒu)
低氣壓	(dī qì yā)
低丘	(dī qiū)
低熱	(dī rè)
低三下四	(dī sān xià sì)
低燒	(dī shāo)
低聲	(dī shēng)
低聲細語	(dī shēng xì yǔ)
低收入	(dī shōu rù)
低首下心	(dī shǒu xià xīn)
低俗	(dī sú)
低俗化	(dī sú huà)
低俗之風	(dī sú zhī fēng)
低速	(dī sù)
低速擋	(dī sù dǎng)
低速率	(dī sù lǜ)
低速區	(dī sù qū)
低碳	(dī tàn)
低體溫症	(dī tǐ wēn zhèng)
低頭	(dī tóu)
低頭認罪	(dī tóu rèn zuì)
低頭族	(dī tóu zú)
低窪	(dī wā)
低微	(dī wēi)
低維	(dī wéi)
低溫	(dī wēn)
低息	(dī xī)
低下	(dī xià)
低陷	(dī xiàn)
低消	(dī xiāo)
低消費	(dī xiāo fèi)
低效	(dī xiào)
低胸	(dī xiōng)
低血糖	(dī xuè táng)
低血壓	(dī xuè yā)
低壓	(dī yā)
低壓帶	(dī yā dài)
低音	(dī yīn)
低音大號	(dī yīn dà hào)
低音大提琴	(dī yīn dà tí qín)
低音管	(dī yīn guǎn)
低音喇叭	(dī yīn lǎ ba)
低音炮	(dī yīn pào)
低音提琴	(dī yīn tí qín)
低吟	(dī yín)
低於	(dī yú)
低語	(dī yǔ)
低脂	(dī zhī)
彽	(chí)
啲	(dī)
堤	(dī)
堤岸	(dī àn)
堤壩	(dī bà)
堤防	(dī fáng)
廸	(dí)
嘀	(dī)
嘀嗒	(dī dā)
嘀咕	(dí gu)
嫡	(dí)
嫡出	(dí chū)
嫡傳	(dí chuán)
嫡母	(dí mǔ)
嫡親	(dí qīn)
嫡堂	(dí táng)
嫡系	(dí xì)
嫡子	(dí zǐ)
敵	(dí)
敵百蟲	(dí bǎi chóng)
敵檔	(dí dàng)
敵地	(dí dì)
敵敵畏	(dí dí wèi)
敵對	(dí duì)
敵對性	(dí duì xìng)
敵方	(dí fāng)
敵國	(dí guó)
敵害	(dí hài)
敵後	(dí hòu)
敵基督	(dí jī dū)
敵機	(dí jī)
敵將	(dí jiàng)
敵軍	(dí jūn)
敵愾	(dí kài)
敵情	(dí qíng)
敵人	(dí rén)
敵殺死	(dí shā sǐ)
敵視	(dí shì)
敵手	(dí shǒu)
敵臺	(dí tái)
敵探	(dí tàn)
敵特	(dí tè)
敵特分子	(dí tè fèn zǐ)
敵我	(dí wǒ)
敵我矛盾	(dí wǒ máo dùn)
敵意	(dí yì)
敵營	(dí yíng)
敵佔區	(dí zhàn qū)
敵陣	(dí zhèn)
敵眾我寡	(dí zhòng wǒ guǎ)
厎	(zhǐ)
坻	(dǐ)
抵	(dǐ)
抵岸	(dǐ àn)
抵補	(dǐ bǔ)
抵償	(dǐ cháng)
抵充	(dǐ chōng)
抵觸	(dǐ chù)
抵達	(dǐ dá)
抵擋	(dǐ dǎng)
抵華	(dǐ huá)
抵減	(dǐ jiǎn)
抵拒	(dǐ jù)
抵抗	(dǐ kàng)
抵抗力	(dǐ kàng lì)
抵扣	(dǐ kòu)
抵賴	(dǐ lài)
抵牾	(dǐ wǔ)
抵消	(dǐ xiāo)
抵銷	(dǐ xiāo)
抵押	(dǐ yā)
抵押貸款	(dǐ yā dài kuǎn)
抵押品	(dǐ yā pǐn)
抵押物	(dǐ yā wù)
抵用	(dǐ yòng)
抵用金	(dǐ yòng jīn)
抵用券	(dǐ yòng quàn)
抵禦	(dǐ yù)
抵債	(dǐ zhài)
抵賬	(dǐ zhàng)
抵制	(dǐ zhì)
抵住	(dǐ zhù)
抵足而眠	(dǐ zú ér mián)
抵罪	(dǐ zuì)
呧	(dǐ)
底	(dǐ)
底版	(dǐ bǎn)
底比斯	(dǐ bǐ sī)
底邊	(dǐ biān)
底部	(dǐ bù)
底層	(dǐ céng)
底朝天	(dǐ cháo tiān)
底定	(dǐ dìng)
底端	(dǐ duān)
底閥	(dǐ fá)
底肥	(dǐ féi)
底格里斯	(dǐ gé lǐ sī)
底格里斯河	(dǐ gé lǐ sī hé)
底界	(dǐ jiè)
底褲	(dǐ kù)
底夸克	(dǐ kuā kè)
底料	(dǐ liào)
底樓	(dǐ lóu)
底面	(dǐ miàn)
底牌	(dǐ pái)
底盤	(dǐ pán)
底片	(dǐ piàn)
底棲生物	(dǐ qī shēng wù)
底棲有孔蟲	(dǐ qī yǒu kǒng chóng)
底漆	(dǐ qī)
底氣	(dǐ qì)
底數	(dǐ shù)
底特律	(dǐ tè lǜ)
底細	(dǐ xì)
底下	(dǐ xia)
底限	(dǐ xiàn)
底線	(dǐ xiàn)
底薪	(dǐ xīn)
底蘊	(dǐ yùn)
底汁	(dǐ zhī)
底止	(dǐ zhǐ)
底子	(dǐ zi)
底座	(dǐ zuò)
弤	(dǐ)
柢	(dǐ)
杕	(dì)
弟	(dì)
弟弟	(dì di)
弟婦	(dì fù)
弟妹	(dì mèi)
弟媳	(dì xí)
